Timestamp,Lat,Lon,Alt(m),PM2.5,eCO2,AQI
2026-04-29 13:36:22,16.067391410424353,108.15966744795745,15.0,86.6,1286,5
2026-04-29 13:36:23,16.067456146393774,108.15974365275456,15.0,99.9,1607,5
2026-04-29 13:36:23,16.06732294670558,108.15959457384645,15.0,95.7,1009,5
2026-04-29 13:36:24,16.067391410424353,108.15966744795745,15.0,109.2,1651,4
2026-04-29 13:36:24,16.0672509263611,108.15952521256892,15.0,124.1,1786,5
2026-04-29 13:36:25,16.06732294670558,108.15959457384645,15.0,79.1,1337,4
2026-04-29 13:36:25,16.067175529404267,108.15945953749191,15.0,100.7,1305,4
2026-04-29 13:36:26,16.0672509263611,108.15952521256892,15.0,112.3,1346,5
2026-04-29 13:36:26,16.067096944288206,108.15939771276891,15.0,98.3,1332,5
2026-04-29 13:36:27,16.067175529404267,108.15945953749191,15.0,55.6,1696,5
2026-04-29 13:36:27,16.06701536743478,108.15933989292954,15.0,144.5,1472,4
2026-04-29 13:36:28,16.067096944288206,108.15939771276891,15.0,76.4,1820,5
2026-04-29 13:36:28,16.066931002743644,108.15928622249326,15.0,138.1,1746,5
2026-04-29 13:36:29,16.06701536743478,108.15933989292954,15.0,92.3,1844,5
2026-04-29 13:36:29,16.06684406108258,108.15923683560824,15.0,31.7,636,2
2026-04-29 13:36:30,16.066931002743644,108.15928622249326,15.0,101.0,1838,5
2026-04-29 13:36:30,16.066754759760467,108.15919185571596,15.0,20.4,444,2
2026-04-29 13:36:31,16.06684406108258,108.15923683560824,15.0,10.3,712,2
2026-04-29 13:36:31,16.066663321984105,108.15915139524273,15.0,23.2,710,1
2026-04-29 13:36:32,16.066754759760467,108.15919185571596,15.0,7.1,617,2
2026-04-29 13:36:32,16.06656997630031,108.15911555531866,15.0,24.0,683,1
2026-04-29 13:36:33,16.066663321984105,108.15915139524273,15.0,30.4,678,2
2026-04-29 13:36:33,16.066474956024685,108.1590844255249,15.0,16.7,739,1
2026-04-29 13:36:34,16.06656997630031,108.15911555531866,15.0,9.7,695,1
2026-04-29 13:36:34,16.066378498658427,108.1590580836697,15.0,5.4,543,1
2026-04-29 13:36:35,16.066474956024685,108.1590844255249,15.0,27.7,479,2
2026-04-29 13:36:35,16.06628084529472,108.159036595594,15.0,14.8,522,2
2026-04-29 13:36:36,16.066378498658427,108.1590580836697,15.0,28.2,648,1
2026-04-29 13:36:36,16.06618224001612,108.1590200150068,15.0,21.1,714,1
2026-04-29 13:36:37,16.06628084529472,108.159036595594,15.0,11.7,556,1
2026-04-29 13:36:37,16.066082929284462,108.15900838335092,15.0,34.7,561,2
2026-04-29 13:36:38,16.06618224001612,108.1590200150068,15.0,16.1,671,1
2026-04-29 13:36:38,16.065983161324866,108.15900172969945,15.0,26.6,460,2
2026-04-29 13:36:39,16.066082929284462,108.15900838335092,15.0,18.8,508,2
2026-04-29 13:36:39,16.065883185505264,108.15900007068306,15.0,25.4,723,2
2026-04-29 13:36:40,16.065983161324866,108.15900172969945,15.0,6.9,727,1
2026-04-29 13:36:40,16.065783251713142,108.1590034104484,15.0,8.4,524,2
2026-04-29 13:36:41,16.065883185505264,108.15900007068306,15.0,21.1,620,2
2026-04-29 13:36:41,16.06568360973094,108.15901174064784,15.0,33.9,765,2
2026-04-29 13:36:42,16.065783251713142,108.1590034104484,15.0,19.6,627,1
2026-04-29 13:36:42,16.065584508611714,108.15902504046018,15.0,22.3,688,2
2026-04-29 13:36:43,16.06568360973094,108.15901174064784,15.0,31.3,500,1
2026-04-29 13:36:43,16.065486196056654,108.15904327664283,15.0,15.8,797,1
2026-04-29 13:36:44,16.065584508611714,108.15902504046018,15.0,17.3,703,1
2026-04-29 13:36:44,16.065388917795946,108.15906640361484,15.0,17.5,562,1
2026-04-29 13:36:45,16.065486196056654,108.15904327664283,15.0,6.2,635,2
2026-04-29 13:36:45,16.06529291697458,108.15909436357082,15.0,16.4,447,1
2026-04-29 13:36:46,16.065388917795946,108.15906640361484,15.0,34.9,752,1
2026-04-29 13:36:46,16.06519843354462,108.15912708662542,15.0,14.4,507,2
2026-04-29 13:36:47,16.06529291697458,108.15909436357082,15.0,25.2,658,2
2026-04-29 13:36:47,16.065105703665427,108.15916449098808,15.0,32.0,509,2
2026-04-29 13:36:48,16.06519843354462,108.15912708662542,15.0,11.2,444,2
2026-04-29 13:36:48,16.06501495911341,108.15920648316734,15.0,13.4,401,2
2026-04-29 13:36:49,16.065105703665427,108.15916449098808,15.0,13.4,724,1
2026-04-29 13:36:49,16.064926426702687,108.15925295820463,15.0,18.3,436,2
2026-04-29 13:36:50,16.06501495911341,108.15920648316734,15.0,29.3,667,1
2026-04-29 13:36:50,16.064840327718183,108.15930379993658,15.0,27.7,672,2
2026-04-29 13:36:51,16.064926426702687,108.15925295820463,15.0,27.3,413,1
2026-04-29 13:36:51,16.064756877362516,108.15935888128533,15.0,24.7,749,2
2026-04-29 13:36:52,16.064840327718183,108.15930379993658,15.0,13.4,518,2
2026-04-29 13:36:52,16.064676284218113,108.15941806457617,15.0,16.8,619,2
2026-04-29 13:36:53,16.064756877362516,108.15935888128533,15.0,18.0,404,2
2026-04-29 13:36:53,16.064598749725867,108.15948120188173,15.0,15.7,742,2
2026-04-29 13:36:54,16.064676284218113,108.15941806457617,15.0,29.0,539,1
2026-04-29 13:36:54,16.064524467681633,108.1595481353916,15.0,31.2,795,2
2026-04-29 13:36:55,16.064598749725867,108.15948120188173,15.0,32.1,761,2
2026-04-29 13:36:55,16.064453623751827,108.15961869780688,15.0,16.4,455,1
2026-04-29 13:36:56,16.064524467681633,108.1595481353916,15.0,26.7,538,1
2026-04-29 13:36:56,16.064386395009382,108.15969271275827,15.0,34.1,501,2
2026-04-29 13:36:57,16.064453623751827,108.15961869780688,15.0,19.3,549,1
2026-04-29 13:36:57,16.064322949491146,108.15976999524695,15.0,14.7,524,1
2026-04-29 13:36:58,16.064386395009382,108.15969271275827,15.0,17.3,614,1
2026-04-29 13:36:58,16.064263445777872,108.15985035210693,15.0,8.5,742,1
2026-04-29 13:36:59,16.064322949491146,108.15976999524695,15.0,8.5,703,2
2026-04-29 13:36:59,16.064208032597847,108.15993358248792,15.0,23.9,453,1
2026-04-29 13:37:00,16.064263445777872,108.15985035210693,15.0,27.1,583,2
2026-04-29 13:37:00,16.064156848455173,108.16001947835731,15.0,8.0,716,1
2026-04-29 13:37:01,16.064208032597847,108.15993358248792,15.0,29.2,534,2
2026-04-29 13:37:01,16.064110021283543,108.16010782502018,15.0,24.0,639,1
2026-04-29 13:37:02,16.064156848455173,108.16001947835731,15.0,34.2,574,2
2026-04-29 13:37:02,16.0640676681265,108.16019840165585,15.0,17.9,413,2
2026-04-29 13:37:03,16.064110021283543,108.16010782502018,15.0,23.3,698,2
2026-04-29 13:37:03,16.064029894844882,108.1602909818699,15.0,30.4,522,2
2026-04-29 13:37:04,16.0640676681265,108.16019840165585,15.0,34.5,680,1
2026-04-29 13:37:04,16.06399679585222,108.16038533426004,15.0,9.5,411,2
2026-04-29 13:37:05,16.064029894844882,108.1602909818699,15.0,20.0,717,2
2026-04-29 13:37:05,16.063968453878758,108.16048122299442,15.0,23.5,521,2
